question,original_label,bloom_level
Describe the applications of mild steel in construction.,Comprehension,Understand
Discuss FIVE (5) advantages of IBS compared to conventional in situ concrete.,Comprehension,Understand
Discuss TWO (2) web application frameworks that are suitable to be used in the proposed application.,Synthesis,Create
Design a machine to perform a specific task.,Synthesis,Create
"You attempt to purify a single protein X from a complex mixture of proteins. Protein X has a large number of aspartic and glutamic acid residues and no lysine, arginine or histidine residues. Propose an adsorption column chromatography technique which could retain protein X but elute other contaminants at pH 7. State your assumption(s).",Synthesis,Create
"You are on a mission to study the microbial diversity in a hyperarid desert. Design experimental steps in collecting, storing, and analyzing the samples. Justify the choices in each step and predict the types of microbes that could be found.",Evaluation,Evaluate
Explain what is meant by the term Interactivity.,Comprehension,Understand
Conduct an investigation to produce information to support a view.,Analysis,Analyze
Summarize the basic tenets of collaborative conservation.,Comprehension,Understand
Explain the main difference between uncompetitive and noncompetitive inhibitors.,Comprehension,Understand
Sketch ONE (1) organic object in one layout to show harmony in shape and color.,Comprehension,Understand
Differentiate between electroosmosis and electrophoretic mobility of solutes in capillary electroosmosis.,Analysis,Analyze
Write an assignment statement that disables a radiobutton named radioButton.,Comprehension,Understand
Name and briefly describe three types of column chromatography used in protein purification.,Comprehension,Understand
"By assuming other factors (pH, water content and etc.) are being equal in clay loam and sandy loam, state which soil would be expected to have higher organic matter content. Justify your answer.",Evaluation,Evaluate
Calculate the inventory turnover.,Application,Apply
Compare herbatious and carnivorous animals on a Venn diagram.,Analysis,Analyze
Discuss the usefulness of HttpSessionActivationListener in web applications.,Comprehension,Understand
State the four different bias modes of a BJT and explain how they are obtained.,Comprehension,Understand
List and describe THREE (3) accounting cycles in an Accounting Information System.,Knowledge,Remember
"Explain the reason why it is not necessary to include product cost (price or price times quantity) in the EOQ model, but the quantity discount model requires the inclusion of product cost.",Comprehension,Understand
Design a building to house your study.,Synthesis,Create
Discuss the procedures of the non-suspended reinforced concrete ground floors construction.,Comprehension,Understand
Distinguish between 'Trench' and 'Pier holes/ Pits' construction excavation.,Analysis,Analyze
Construct a poster that will advertise your new food product in an exciting and irresistible way.,Evaluation,Evaluate
Draw the block diagram of the central processing unit,Knowledge,Remember
Describe and sketch the THREE (3) types of brick bonding.,Application,Apply
Calculate the balance of trade when the economy is at equilibrium.,Application,Apply
"Technology has been used in most schools since the 90s, but it still has some interruptions. Validate the top FOUR (4) problematic issues with technology in education today.",Evaluation,Evaluate
Who was the writer of the Hamilton,Knowledge,Remember
Explain briefly 'designer' and 'professional designer'.,Comprehension,Understand
GenBank offers a few options for nucleotide sequence submissions. Name TWO available options and when are they used.,Comprehension,Understand
How is . . . similar to . . .?,Analysis,Analyze
Briefly explain the characteristics of monopolistic market structure.,Comprehension,Understand
Briefly explain how the aggregation processes could improve the water quality in a water treatment plant.,Comprehension,Understand
"In your opinion, which parental group selected will give a higher gain in Kaseem's breeding programme. Show the calculation and justify your answer.",Evaluation,Evaluate
Apply your understanding the Olympic spirit to develop a new motto or slogan.,Application,Apply
in which continent does the state of suriname fall,Knowledge,Remember
Solve for the ten following fraction multiplication problems. Please make sure to show all your work.,Application,Apply
Discuss TWO (2) benefits of Java Servlets in web applications.,Comprehension,Understand
Estimate the risk of serious illness for consumers in different susceptible population groups,Evaluation,Evaluate
in which countries is arabic language spoken,Knowledge,Remember
"John Watson passed away and left behind a legal child, Mary Watson, as well as two girlfriends, Susan and Petty, who were in their 8 week of gestation. Susan claimed that she bore an illegitimate child of John Watson. Propose and design the most suitable paternity experiment to prove Susan's claim. You may outline your experiment using schematic diagram(s).",Synthesis,Create
Analyze safe and dangerous aspects of these features.,Analysis,Analyze
Suppose Phillip wasn't rescued shortly after Timothy's death. How long could he have survived?,Synthesis,Create
Write TWO reasons on the slow adoption of biological control in weed management.,Comprehension,Understand
Define “biogeochemical cycling” and discuss its importance to the ecosystem and survival of living organisms.,Comprehension,Understand
"Evaluate a work of art, giving the reasons for your evaluation.",Evaluation,Evaluate
Make up a puzzle game using the ideas from the study area.,Application,Apply
Estimate the epicentral coordinates of the earth-quake,Evaluation,Evaluate
Explain FIVE (5) phases of graphic design process.,Comprehension,Understand
"Illustrate with a labeled drawing the pathway of sulfate assimilation in leaf mesophyll cells. In your answer, describe how sulfate is transported from the root to leaf cells, the energy requirements of sulfate assimilation, and the fate of unassimilated sulfate.",Comprehension,Understand
"Response and Task-Based Learning are methods often used in an classroom. Differentiate the two methods by describing THREE (3) characteristics for each method, and give examples of ONE (1) material and ONE (1) activity using that material.",Analysis,Analyze
Determine if a character’s actions were heroic,Evaluation,Evaluate
Discuss the advantages of reducing the minimum feature size.,Comprehension,Understand
Describe FIVE (5) limitations of small size construction firms in Malaysia.,Comprehension,Understand
Use the Chapman-Kolmogorov Equations procedure to find the n-step transition matrix pUi for n = 2 and 5.,Application,Apply
"In a given clinical situation, select the most reasonable intervention and predict the main effects and possible side effects.",Evaluation,Evaluate
Draw and label an Eisenthal-Cornish-Bowden direct plot. Explain how kinetic parameters could be determined from this plot.,Application,Apply
Do you devise a systematic approach in order to get larger progressions,Synthesis,Create
Indicate whether S2 or S3 is useful for genetic linkage analysis. Justify your answer.,Evaluation,Evaluate
Briefly describe the hierarchical classification of proteins using CATH classification.,Comprehension,Understand
"""Portfolio management strategies are different based on the investor's risk preferences and expected return"". Based on above statement, explain TWO (2) major portfolio management strategies.",Comprehension,Understand
Evaluate the level of galvanic coupling between two metals using basic kinetic information? (level 4),Evaluation,Evaluate
Argue the case for conducting experimental research involving humans and propose guidelines to ensure that the dignity and welfare of the subjects are maintained.,Evaluation,Evaluate
"Examine what helps to make a good Olympics? Think about money, schedules, sports and people.",Analysis,Analyze
Explain the anti-advertising consumer organizations culture.,Comprehension,Understand
Explain why it is important for the width of the base quasineutral region to be small compared to the minority carrier diffusion length in the operation of a BJT.,Comprehension,Understand
Pretend you are a librarian recommending this book to someone. Write a paragraph telling what you would say.,Synthesis,Create
Briefly explain how Ant Colony Optimization (ACO) algorithm can be used to solve Travelling Salesperson Problem (TSP).,Application,Apply
State the importance of data generated from a given hydrophobicity plot. Describe the relevant information that can be deduced from the plot generated.,Comprehension,Understand
Create an equation to represent the solution to this problem.,Synthesis,Create
Briefly explain why formation of solid forms in final product such as glasses and bottles in glass industry is a disadvantage.,Comprehension,Understand
Briefly explain how clay particles and soil organisms influence soil structure.,Comprehension,Understand
Justify two (2) lean techniques that work in both the manufacturing and service sectors.,Evaluation,Evaluate
Describe how the linear polarization method can yield corrosion rates,Comprehension,Understand
"Given three possible approaches to implement the defined system, discuss the possible advantages and disadvantages of each approach.",Evaluation,Evaluate
Identify ONE (1) most likely error of the following quotation.,Knowledge,Remember
"Design a sketch section of the floor slab adjoining the parapet that includes the scupper drain, drain guard, water proofing layer, and protective topping.",Synthesis,Create
Illustrate the stages of product approach of teaching ESL writing. Use appropriate examples.,Comprehension,Understand
The Political-Legal Environment of the Home Country is included In International marketing and advertising. Explain the Trade Sanctions and Export and Import Controls.,Comprehension,Understand
How could you re-write this story with a city setting?,Synthesis,Create
Write another ending to the story that is different from the author’s ending.,Synthesis,Create
Apply SWOT analysis in education environment and discuss its impact in the revenue analysis.,Application,Apply
Explain any FOUR (4) elements of vertical downward communication. Support your explanation with an example for each element on how they are beneficial to an organization.,Evaluation,Evaluate
Design a building according to given specifications,Synthesis,Create
Create plan of local environment by drawing around boxes.,Synthesis,Create
Apply the zero length suppression on the token stream.,Application,Apply
Construct an executive remuneration package using the remuneration framework as a guide.,Application,Apply
Explain the use of scaffolding in construction.,Comprehension,Understand
Judge the validity of arguments for and against astrology,Evaluation,Evaluate
Can you compare your . . . with that presented in . . .?,Analysis,Analyze
Use Gauss’ Law to find the electric field between the plates when the charge on them is Q,Application,Apply
Calculate the balance of trade when the economy is at equilibrium and interpret your answer.,Application,Apply
Discuss any THREE (3) negative impacts of entertainment media to our society.,Comprehension,Understand
You are working with SP Setia Properties as the Sales Manager for the following project. Discuss EIGHT (8) ways to increase profits of the project.,Comprehension,Understand
List the advantages and disadvantages of Public Offering.,Knowledge,Remember
State the significance of “Score” in the BlastX alignment.,Comprehension,Understand
Recommend appropriate data warehouse architecture for the company and illustrate it with a diagram.,Synthesis,Create
Explain THREE (3) purposes of architectural drawings to architects and other parties in the construction team.,Comprehension,Understand
Highlight THREE (3) differences between bitmap images and vector graphics.,Comprehension,Understand
"Critically review the strengths, weaknesses, opportunities and threats of Associated Meats Sdn Bhd in light of the forecast trends and developments.",Evaluation,Evaluate
would you classify the zener diode in this circuit as a series voltage regulator or a shunt voltage regulator,Comprehension,Understand
Explain how the affinity of hemoglobin for oxygen is regulated.,Comprehension,Understand
Specify a deterministic finite automaton (DFA) recognizing the,Application,Apply
State TWO (2) advantages of continuous bioreactors over batch bioreactors.,Knowledge,Remember
Discuss TWO adverse consequences of using wetlands as recipients of irrigation wastewater.,Comprehension,Understand
Describe diminishing of marginal product and explain the relationship between average product and marginal product by using an appropriate diagram.,Comprehension,Understand
Briefly explain if restriction mapping is useful in determining the presence of minisatellite.,Comprehension,Understand
Name the amino acids for the following single letter codes: DMVREL.,Knowledge,Remember
State how to find a word in a dictionary,Knowledge,Remember
"Classify the following substances as particle, atom, element, molecule, compound",Comprehension,Understand
Restate the Olympic motto in your own words.,Comprehension,Understand
Are you a . . . person?,Evaluation,Evaluate
Examine FIVE (5) advantages of using video as instructional materials to primary school students.,Analysis,Analyze
State the purposes of risk assessment.,Knowledge,Remember
Companies must take reasonable steps to ensure that their investors enjoy equal access to material information. Briefly describe SIX (6) corporate disclosure policies under Main Market Listing Requirements (MMLR).,Knowledge,Remember
Illustrate by using appropriate diagram(s) the effects of the most commonly and the least used monetary policy tool on the market interest rate if the central bank implements the expansionary monetary policy.,Comprehension,Understand
Compare product layout and process layout.,Analysis,Analyze
Explain FIVE (5) characteristics of social media.,Comprehension,Understand
Mass media regularly use women in the mediuin of marketing and advertising. Discuss the possible negative consequences for various segments of the population and society.,Comprehension,Understand
Draw the water surface profile when the rainfall intensity is more than the design rainfall so that the inlet of the cuivert is submerged. Explain how the flow rate can be computed in this case.,Application,Apply
Write a set of rules to prevent what happened in the story.,Synthesis,Create
There are several corporate governance tools available for institutional shareholders activism. Differentiate shareholder resolution and proxy voting,Analysis,Analyze
National income can be calculated using three approaches. State the THREE (3) approaches.,Knowledge,Remember
Sketch a diagram to illustrate the activities and products in the construction industry.,Application,Apply
List and explain TWO (2) advantages and THREE (3) disadvantages of economic growth.,Comprehension,Understand
"Briefly explain the income-consumption curve. With the aid of diagrams, derive income-consumption curve and Engel curve if there is an increase in income given that the good is an inferior good. Explain your answer by showing at least two bundles of goods in the diagrams.",Comprehension,Understand
How does one specify the syntactical restrictions,Application,Apply
Identify TEN (10) tips during the press conference.,Knowledge,Remember
Generalize FIVE (5) ways to use digital photography in classroom teaching and learning.,Evaluation,Evaluate
Briefly explain TWO (2) common techniques for data compression. Illustrate your answer with an example of each type of compression.,Comprehension,Understand
Discuss the significance of hydrophobicity plot in transmembrane protein research.,Comprehension,Understand
Briefly explain any TWO (2) observations of information technology trend using Moore's Law.,Comprehension,Understand
List THREE applications of degenerate PCR amplification.,Knowledge,Remember
Evaluate the functions of the component of a structural floor.,Evaluation,Evaluate
Can you assess the value or importance of . . . ?,Evaluation,Evaluate
Describe the TWO (2) conditions that lead to bank failures. Provide the examples of bank failures that happened in the past with a specific time frame.,Comprehension,Understand
Explain TWO (2) components of art.,Comprehension,Understand
"Comparing to the reference sequence, identify the functional elements to represent S2 and S3, respectively.",Comprehension,Understand
Describe what happens during the negative feedback loop of thermoregulation.,Comprehension,Understand
Analyze and discuss the conceptual influence of the philosophy on education today.,Analysis,Analyze
"Using the multiplier approach, suppose government increases spending to 2200 and decreases tax by 500, calculate the new equilibrium output level and the new balance of trade.",Application,Apply
Igneous rock can be formed either underground or above ground. Elaborate.,Comprehension,Understand
Discuss the advantages of FinFETS over planar MOSFETs.,Comprehension,Understand
Explain why the intrinsic carrier concentration of Ge is higher than Si at T = 300 K.,Comprehension,Understand
Briefly explain any TWO (2) security objectives of audit trails.,Comprehension,Understand
Analyze FOUR (4) advantages of mobile assisted learning as an emerging digital technology used in teaching and learning.,Analysis,Analyze
"Given these five corrosion inhibitors, V, W, X, Y, Z, identify which are passivators",Comprehension,Understand
State your recommended solution with justification.,Evaluation,Evaluate
"Using the basic principles of socialism discussed in this course, evaluate the US economic system by providing key arguments to support your judgment.",Evaluation,Evaluate
Design a new monetary system or an experiment for establishing.,Synthesis,Create
Discuss the implications of Efficient Market Hypothesis for Technician (Chartist) and Fundamentalist.,Comprehension,Understand
Determine the type of MOSFET.,Application,Apply
"“Instead of focusing only on investing in local market, some investors also invest in foreign market”. Justify above statement by providing FOUR (4) benefits of investing in foreign market.",Evaluation,Evaluate
"Differentiate the properties between clay brick and autoclave aerated concrete (AAC) block in term of compressive strength, density, colour, acoustic performance and thermal insulation.",Analysis,Analyze
Briefly explain any TWO (2) advantages of real time data processing in the sales and cash receipt system.,Comprehension,Understand
List FIVE (5) elements in downward communication.,Knowledge,Remember
Define soil pH.,Knowledge,Remember
Briefly explain why does surface tension remain constant once critical micelle concentration (CMC) is reached.,Comprehension,Understand
Explain THREE (3) advantages of MVC (Model View Controller) pattern in developing web applications.,Comprehension,Understand
The unemployment problem can be overcome by increasing the aggregate output in a country. Explain THREE (3) multiplier concepts that can be applied in this problem.,Application,Apply
Prove that the wave function of a free electron is a plane wave by using Schrodinger's equation.,Evaluation,Evaluate
Explain FIVE (5) characteristics of Industrialised Building System (IBS) in construction.,Comprehension,Understand
Explain the effect of stereotyping young teenage in advertising on society.,Comprehension,Understand
Write in details FIVE (5) phases of design process.,Comprehension,Understand
Interpret the graph and state how many trees were cut down to produce paper.,Application,Apply
Explain the meaning of creative brief.,Comprehension,Understand
Develop a SQA Plan for a software development project which is defined in the attached document.,Synthesis,Create
In order to reduce the international competition to protect some major sector of the economy. List and explain THREE (3) instruments that can use to protect our domestic industries.,Comprehension,Understand
Derive a kinetic model from experimental data.,Application,Apply
Outline the FIVE (5) options marketers have when it comes to Agency Selection.,Comprehension,Understand
"Referring to the given poster design, explain in details the usage of elements and principles of arts.",Comprehension,Understand
Discuss the main objective of layout design rules.,Comprehension,Understand
"""HTTP POST method is better suited to send confidential information compared to HTTP GET method in web applications."" Justify the statement.",Evaluation,Evaluate
How would you change the story to create a different ending?,Synthesis,Create
Informal communication network roles are equally important as formal ones. Describe any FOUR (4) of the influential roles and discuss the benefits each of the roles can bring to organizations.,Comprehension,Understand
"Calculate the total cost per year, including the cost of the lights.",Application,Apply
What would result if …,Application,Apply
Apply and integrate several different strategies to solve a mathematical problem (not according to one formula(,Synthesis,Create
Express the rule in function notation,Comprehension,Understand
Evaluate whether their model is a true representation of the local environment.,Evaluation,Evaluate
"Provide a guideline for effective use of photography of display materials"" in teaching of English language.",Comprehension,Understand
What do you think is the best thing about coming to Viestal?,Evaluation,Evaluate
Explain what a junk bond is and its role in the financial market.,Comprehension,Understand
Estimate roughly how long the collision process takes,Evaluation,Evaluate
Define brand audit.,Knowledge,Remember
How many kilometers from your home to the university,Knowledge,Remember
"Write an appropriate learning outcome to teach “in”, “on”, beside', 'opposite and 'under.",Comprehension,Understand
"Illustrate by using a real life example on the possible relationship between data, information and knowledge.",Comprehension,Understand
"Draw 3 pictures showing the beginning, middle and ending of the story.",Application,Apply
"How effectively did students analyze course content on race, class, and privilege through autobiographical reflection",Analysis,Analyze
Explain THREE (3) advantages of using aluminium to fabricate roof gutter.,Comprehension,Understand
Describe the major functions or roles of soil microbes that beneficially impact human health and welfare.,Comprehension,Understand
Identify FIVE (5) problem solving processes.,Knowledge,Remember
Soil algae and protozoa are usually restricted at the uppermost soil layers and smaller than their aquatic counterparts. Justify.,Evaluation,Evaluate
"Using appropriate examples, discuss a situation in which custom tags would be appropriate to use.",Application,Apply
"With suitable examples, briefly discuss the importance of soil aeration.",Comprehension,Understand
decide about the most exciting part of the book. being sure to give at least three reasons why?,Evaluation,Evaluate
Organize this book into three or more sections and give your own subtitle for each section.,Synthesis,Create
Distinguish between flat roof and pitched roof.,Analysis,Analyze
List FOUR conditions required in order for an animal population to remain at Hardy-Weinberg equilibrium.,Knowledge,Remember
"Explain, using appropriate examples, FIVE (5) possible sources of data pollution in implementing data warehouse in the bank.",Comprehension,Understand
Identify three mistakes from the passage and correct them.,Comprehension,Understand
Calculate the fitness function for all chromosomes in the population.,Application,Apply
What criteria would you use to assess the validity of a business contract?,Evaluation,Evaluate
Suggest a type of metal for reinforcing a concrete structure.,Synthesis,Create
Describe THREE (3) types of test that can be applied for a concrete structure survey.,Comprehension,Understand
Compare and contrast continuous and discontinuous replications.,Analysis,Analyze
Design a healthy menu that you think most people would enjoy using the healthy eating guide.,Evaluation,Evaluate
Describe 4 types of coupling in software design.,Comprehension,Understand
How was life different in your town 100 years ago?,Analysis,Analyze
Identify SIX (6) factors to be considered when designing layout.,Knowledge,Remember
Write THREE (3) categories of color.,Knowledge,Remember
Describe the meaning of 'design'.,Knowledge,Remember
"Design a record, book or magazine cover for...",Synthesis,Create
How Do You Think One Should Reason in Making Ethical Decisions in Business,Evaluation,Evaluate
Compose a class story.,Synthesis,Create
Describe the THREE (3) roles for social media in branding.,Knowledge,Remember
"Explain the definition of a “robust model”. Specifically, if a manager exclaimed “The calculated EOQ is wrong because the actual demand is 10% greater than estimated”, justify your response.",Evaluation,Evaluate
Enzymes are applied in the medical field based on their specific functions. List the THREE main areas of clinical enzymology and provide ONE example how enzymes are used in each area.,Comprehension,Understand
Explain the process of consumer perception and provide ONE (1) example to support your explanation.,Comprehension,Understand
Which technology is used by laser printer,Knowledge,Remember
Determine the oxide capacitance.,Application,Apply
Translate a written text aloud from L2 to English.,Comprehension,Understand
"""Microsatellite tandem repeats are abundant in human promoters and are associated with regulatory activity (Sawaya et al., 2013).” Discuss the statement and support your views with examples.",Evaluation,Evaluate
"Based on your knowledge on the physics of semiconductors, evaluate the limit for the minimum feature size of silicon MOSFET.",Evaluation,Evaluate
The price of good is one of the internal factors of determinants of demands and it also depends on the cost of production. Describe the TWO (2) types of production cost with examples.,Comprehension,Understand
Identify fractions from a pictorial representation,Knowledge,Remember
How would you decide about...?,Evaluation,Evaluate
Name and briefly discuss the EIGHT (8) documents used in the purchase and cash disbursement process of a company.,Comprehension,Understand
Discuss FIVE (5) main differences between aims and learning outcomes.,Comprehension,Understand
Give THREE disadvantages of X-Ray Photoelectron Spectroscopy (XPS).,Comprehension,Understand
Relate the principle of reinforcement to classroom interactions.,Application,Apply
Cloud computing evolved from earlier technologies. State them.,Knowledge,Remember
Design a possible website structure to teach writing skills to children aged 4-6. There should be at least 3 components.,Synthesis,Create
Analyse the behavior of subsoil of coarse grained non-cohesive soils and fine grained cohesive soils.,Analysis,Analyze
Explain briefly the design development process.,Comprehension,Understand
Construct an analog circuit with the following specifications,Application,Apply
Name the THREE types of land application of wastewater.,Knowledge,Remember
Calculate the equilibrium level of income for Cambodia.,Application,Apply
Identify the part of a eukaryotic cell.,Knowledge,Remember
List TWO (2) importance of using instructional materials in teaching.,Knowledge,Remember
Briefly describe how poultry sexing is commonly carried out in a hatchery.,Comprehension,Understand
Discuss a security framework for the proposed application.,Synthesis,Create
Identify the five major prophets of the Old Testament.,Knowledge,Remember
Name the TWO ways of how molecules bonded to surface. Provide a brief description on the modes of adsorption.,Comprehension,Understand
Draw similar repetition and interval repetition.,Comprehension,Understand
Compose a simple rap or rhyme about zoo animals.,Synthesis,Create
Name the four major food groups.,Knowledge,Remember
Integrate training from several sources to solve a problem.,Synthesis,Create
Malaysian Code on Corporate Governance (MCCG 2017) encourages Board of Directors to improve shareholders' participations in decision making. Provide recommendations that will lead to more constructive use of Annual General Meeting (AGM).,Synthesis,Create
Define federal fund market. Explain in detail its importance to a bank.,Comprehension,Understand
State the conditions necessary for the formation of enzyme's quaternary structure. Explain how quaternary structure could contribute to enzyme stability.,Comprehension,Understand
How to combine virtual symmetry and symbolic model checking effectively,Synthesis,Create
Examine how e-commerce facilitates Value Chain and Supply Chain.,Analysis,Analyze
Sketch an experiment to see how plants grow in different kinds of soil.,Application,Apply
Revise and process to improve the outcome.,Synthesis,Create
Provide THREE (3) examples of input devices.,Knowledge,Remember
Determine if the winery is providing an amplifying or smoothing effect.,Application,Apply
judge the difficulty level for yourself.,Evaluation,Evaluate
The news reported that the chicken consumption in Malaysia has fallen by 17.25 percent. Use firm and industry diagrams to explain the short run and long run effects.,Application,Apply
How would you justify . . . ?,Evaluation,Evaluate
"Identify and recommend any appropriate amendments to the proposal presented in order to rectify the errors made in estimating the company's current cost of capital and current value. For each of the revisions, explain the reasons why it should be amended.",Evaluation,Evaluate
State THREE traits that are associated with invasive plants.,Knowledge,Remember
Explain the differences between forward and futures contract.,Comprehension,Understand
The option's premium represents the price of the option that change over time. Discuss FOUR (4) factors that affecting premium of an option.,Comprehension,Understand
How would you distinguish between polymyositis and viral myositis in a 42-year-old man with weakness and a rash?,Analysis,Analyze
Briefly explain how aggregation processes could improve the water quality in a water treatment plant.,Comprehension,Understand
What is the setting of To Kill a Mockingbird?,Knowledge,Remember
Explain in one's own words how to create a query in a database.,Comprehension,Understand
"With an appropriate example, discuss the effectiveness of using message queue compared to pipes in communication between processes.",Analysis,Analyze
"""Firms can use existing brand names or create new brands on the internet"". Evaluate the above statement.",Evaluation,Evaluate
In one sentence explain the main idea of a written passage.,Comprehension,Understand
How much did he pay for his car,Knowledge,Remember
Prepare a list of criteria to judge ... Evaluate expressions,Evaluation,Evaluate
How would you feel if . . .?,Evaluation,Evaluate
Briefly discuss on the difference between volatile and non-volatile storage.,Comprehension,Understand
Explain with an energy band diagram how an electron-hole pair (EHP) is formed in a semiconductor.,Comprehension,Understand
Weeds reduce the quality of crops and livestock. Explain.,Comprehension,Understand
How would you show your understanding of the ABC process,Application,Apply
Construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network,Application,Apply
Describe THREE (3) advantages of the banker's acceptance towards either exporter or importer.,Knowledge,Remember
Calculate Jensen's measure (Jensen's alpha). Use it to assess the performance of the AOV's Portfolio during the year just ended.,Application,Apply
How could we develop a coherent measure of success for organisations engaged in this type of activity with young people?,Synthesis,Create
Explain how changes in amino acid ionization states could affect the catalytic activity of an enzyme.,Comprehension,Understand
Derive the data rate that is generated by the digitization procedure in each case assuming that the Nyquist theorem is applied with 12 bits per sample for the speech signal and 16 bits per sample for the music signal. Give your answers in kilo -Byte-per-second (kB/s).,Application,Apply
How do we differentiate between an interview and an interrogation?,Analysis,Analyze
Identify the standard peripheral components of a computer.,Knowledge,Remember
State the differences between invention and innovation.,Comprehension,Understand
Calculate the compression ratio for the compressed file.,Application,Apply
Choose a paint schedule for the maintenance of an outdoor structure? (level 2),Evaluation,Evaluate
Comment on the validity of your answer.,Evaluation,Evaluate
Calculate the carrier densities of the doped semiconductor at 400 K.,Application,Apply
Justify which digital video file format you would use for your movie.,Evaluation,Evaluate
"After designing an experiment, examining the results, and drawing conclusions, determines in what ways the experiment could be conducted more effectively in order to draw more productive conclusions in the future.",Evaluation,Evaluate
The internet is ideal for gathering people from all corners of the globe into communities with similar interests and tasks. Recommend THREE (3) ways that can be used to target online communities.,Synthesis,Create
Compare and contrast Address Verification System (AVS) and Card verification number (CVN).,Analysis,Analyze
Translate the following algorithm into Java code,Comprehension,Understand
Give TWO methods to measure the surface coverage.,Comprehension,Understand
Write short notes on the structure and functions of polysaccharides by giving relevant example.,Comprehension,Understand
"The technology of VLSI is defined by the feature size. Over the years, the feature size has been reducing. Analyze and explain the reasons for doing so.",Analysis,Analyze
Tell how Phillip kept himself alive after Timothy died.,Comprehension,Understand
List FIVE (5) functions of Department of Safety and Health as outline in OSHA 1994.,Knowledge,Remember
"Discuss critically, by using your understanding of nature and nurture.",Evaluation,Evaluate
Translate an equation into a computer spreadsheet.,Comprehension,Understand
What season are we in right now?,Knowledge,Remember
Recommend THREE (3) factors to be taken into consideration on the preparation of digital video delivery via low bandwidth networks and low-end computer systems.,Synthesis,Create
Compare FOUR (4) point of views of entrepreneurs with FOUR (4) for managers the way they look at the things.,Analysis,Analyze
Develop a plan for a new Olympic Bid System.,Synthesis,Create
Draw the energy band diagram of the doped semiconductor at 300 K.,Comprehension,Understand
List FIVE (5) types of trick questions.,Knowledge,Remember
Identify TWO (2) strategies that are able to reduce the likelihood of an eyewitness reporting someone who did not commit the crime.,Analysis,Analyze
Justify why soil taxonomy is considered as a hierarchical classification system.,Evaluation,Evaluate
Determine which Angus bull is the heaviest. Justify your answer.,Evaluation,Evaluate
How might lifestyles in the United States be modified if a more socialistic system were adopted?,Application,Apply
Cost benefit analysis is a process that helps management determine whether (and by how much) the benefits exceed costs. Briefly explain FOUR (4) intangible benefits.,Comprehension,Understand
Explain 4P's of marketing.,Comprehension,Understand
PEST and SWOT are popular strategy tools. Discuss how the TWO(2) tools can be applied in manufacturing business environment.,Application,Apply
Discuss the importance of soil structure in vegetable farms.,Comprehension,Understand
The general objective of inventory control is to minimize the total cost of keeping the inventory while making trade-offs. Elaborate the FOUR (4) major categories of cost in inventory control.,Comprehension,Understand
"Based on your knowledge, describe TWO (2) foreign bonds that are well known in the market.",Knowledge,Remember
Briefly explain why surface tension remains constant once critical micelle concentration (CMC) is reached.,Comprehension,Understand
Provide a real life example on conflict of interest situation.,Comprehension,Understand
Describe the term 'urbanization' and discuss how urbanization influences the development of marketing and advertising strategies.,Comprehension,Understand
Develop a network based on the following information: Activity Immediate predecessors,Synthesis,Create
Show that the wavefunction of a free particle is a plane wave.,Application,Apply
who is the founder of the kingdom of saudi Arabia,Knowledge,Remember
Explain how Porter's concept can be used in education domain.,Application,Apply
Describe how SPATIAL Compression and TEMPORAL Compression are used in video compression.,Application,Apply
List out FOUR (4) benefits of using RFID.,Knowledge,Remember
Explain TWO theories of causal attribution that was proposed by Jones and Davis (1965) and Kelley (1972).,Comprehension,Understand
Discuss the differences between a stick diagram and an actual layout.,Comprehension,Understand
Explain THREE (3) waves of globalisation.,Comprehension,Understand
Explain the effect of a cut in taxes of $100 billion on the economy if the marginal propensity to consume were 0.9. Explain why this policy is much different from simply having the government initiate a $100 billion spending program. Support your answer with specific calculations.,Analysis,Analyze
Analyze the product-market options that are available to Associated Meats Sdn Bhd.,Analysis,Analyze
Identify FIVE (5) conditions that one needs to meet in order to be an independent director in Malaysian public listed company (PLC).,Knowledge,Remember
"Using information from the book about one of the main characters, rewrite the ending of the book.",Synthesis,Create
Use tableau methods to prove that the following tableau is valid.,Application,Apply
State the guidelines to design an anodic protection system,Knowledge,Remember
Draw the energy band diagram of an 11-type semiconductor and explain how an electron-hole pair (EHP) is formed. State any assumptions you have made.,Comprehension,Understand
Skimming and scanning are useful ways to familiarise learners with the reading text. Evaluate the role of skimming and scanning in the teaching of reading.,Evaluation,Evaluate
Describe the amino acid composition that could destabilize an enzyme's helical stability.,Comprehension,Understand
List and explain the TWO (2) processes that can be done with the areas of the image that should be displayed in some color which is not available in the reduced palette.,Comprehension,Understand
"Your profit from previous project is RM30,000.00 and you just won a new project to construct a new airport runway at Sepang, Selangor. Decide whether you are going to purchase the bulldozer or pay out bonuses to your staff. Use the concept of opportunities cost, choices and scarcity to aid your explanation.",Application,Apply
List THREE (3) usages of instructional materials to facilitate classroom teaching and learning process.,Knowledge,Remember
Estimate the magnitude of the bed shear stress by making necessary assumptions and justifications.,Application,Apply
Recommend a suitable admixture to increase the workability of concrete and explain how it functions.,Evaluation,Evaluate
Make a list of the main events of the story.,Knowledge,Remember
"Related party transaction is a transaction entered into by a PLC or its subsidiaries, which involved the interest of the related party. Justify the reasons for disclosure of related party transaction.",Evaluation,Evaluate
Show the value of x after running this program fragment,Application,Apply
