question,original_label,bloom_level
Identify fractions from a pictorial representation,Knowledge,Remember
How would you decide about...?,Evaluation,Evaluate
Name and briefly discuss the EIGHT (8) documents used in the purchase and cash disbursement process of a company.,Comprehension,Understand
Discuss FIVE (5) main differences between aims and learning outcomes.,Comprehension,Understand
Give THREE disadvantages of X-Ray Photoelectron Spectroscopy (XPS).,Comprehension,Understand
Relate the principle of reinforcement to classroom interactions.,Application,Apply
Cloud computing evolved from earlier technologies. State them.,Knowledge,Remember
Design a possible website structure to teach writing skills to children aged 4-6. There should be at least 3 components.,Synthesis,Create
Analyse the behavior of subsoil of coarse grained non-cohesive soils and fine grained cohesive soils.,Analysis,Analyze
Explain briefly the design development process.,Comprehension,Understand
Construct an analog circuit with the following specifications,Application,Apply
Name the THREE types of land application of wastewater.,Knowledge,Remember
Calculate the equilibrium level of income for Cambodia.,Application,Apply
Identify the part of a eukaryotic cell.,Knowledge,Remember
List TWO (2) importance of using instructional materials in teaching.,Knowledge,Remember
Briefly describe how poultry sexing is commonly carried out in a hatchery.,Comprehension,Understand
Discuss a security framework for the proposed application.,Synthesis,Create
Identify the five major prophets of the Old Testament.,Knowledge,Remember
Name the TWO ways of how molecules bonded to surface. Provide a brief description on the modes of adsorption.,Comprehension,Understand
Draw similar repetition and interval repetition.,Comprehension,Understand
Compose a simple rap or rhyme about zoo animals.,Synthesis,Create
Name the four major food groups.,Knowledge,Remember
Integrate training from several sources to solve a problem.,Synthesis,Create
Malaysian Code on Corporate Governance (MCCG 2017) encourages Board of Directors to improve shareholders' participations in decision making. Provide recommendations that will lead to more constructive use of Annual General Meeting (AGM).,Synthesis,Create
Define federal fund market. Explain in detail its importance to a bank.,Comprehension,Understand
State the conditions necessary for the formation of enzyme's quaternary structure. Explain how quaternary structure could contribute to enzyme stability.,Comprehension,Understand
How to combine virtual symmetry and symbolic model checking effectively,Synthesis,Create
Examine how e-commerce facilitates Value Chain and Supply Chain.,Analysis,Analyze
Sketch an experiment to see how plants grow in different kinds of soil.,Application,Apply
Revise and process to improve the outcome.,Synthesis,Create
Provide THREE (3) examples of input devices.,Knowledge,Remember
Determine if the winery is providing an amplifying or smoothing effect.,Application,Apply
judge the difficulty level for yourself.,Evaluation,Evaluate
The news reported that the chicken consumption in Malaysia has fallen by 17.25 percent. Use firm and industry diagrams to explain the short run and long run effects.,Application,Apply
How would you justify . . . ?,Evaluation,Evaluate
"Identify and recommend any appropriate amendments to the proposal presented in order to rectify the errors made in estimating the company's current cost of capital and current value. For each of the revisions, explain the reasons why it should be amended.",Evaluation,Evaluate
State THREE traits that are associated with invasive plants.,Knowledge,Remember
Explain the differences between forward and futures contract.,Comprehension,Understand
The option's premium represents the price of the option that change over time. Discuss FOUR (4) factors that affecting premium of an option.,Comprehension,Understand
How would you distinguish between polymyositis and viral myositis in a 42-year-old man with weakness and a rash?,Analysis,Analyze
Briefly explain how aggregation processes could improve the water quality in a water treatment plant.,Comprehension,Understand
What is the setting of To Kill a Mockingbird?,Knowledge,Remember
Explain in one's own words how to create a query in a database.,Comprehension,Understand
"With an appropriate example, discuss the effectiveness of using message queue compared to pipes in communication between processes.",Analysis,Analyze
"""Firms can use existing brand names or create new brands on the internet"". Evaluate the above statement.",Evaluation,Evaluate
In one sentence explain the main idea of a written passage.,Comprehension,Understand
How much did he pay for his car,Knowledge,Remember
Prepare a list of criteria to judge ... Evaluate expressions,Evaluation,Evaluate
How would you feel if . . .?,Evaluation,Evaluate
Briefly discuss on the difference between volatile and non-volatile storage.,Comprehension,Understand
Explain with an energy band diagram how an electron-hole pair (EHP) is formed in a semiconductor.,Comprehension,Understand
Weeds reduce the quality of crops and livestock. Explain.,Comprehension,Understand
How would you show your understanding of the ABC process,Application,Apply
Construct a family of networks to demonstrate that the number of different mincuts in a network can be exponential in the size of the network,Application,Apply
Describe THREE (3) advantages of the banker's acceptance towards either exporter or importer.,Knowledge,Remember
Calculate Jensen's measure (Jensen's alpha). Use it to assess the performance of the AOV's Portfolio during the year just ended.,Application,Apply
How could we develop a coherent measure of success for organisations engaged in this type of activity with young people?,Synthesis,Create
Explain how changes in amino acid ionization states could affect the catalytic activity of an enzyme.,Comprehension,Understand
Derive the data rate that is generated by the digitization procedure in each case assuming that the Nyquist theorem is applied with 12 bits per sample for the speech signal and 16 bits per sample for the music signal. Give your answers in kilo -Byte-per-second (kB/s).,Application,Apply
How do we differentiate between an interview and an interrogation?,Analysis,Analyze
Identify the standard peripheral components of a computer.,Knowledge,Remember
State the differences between invention and innovation.,Comprehension,Understand
Calculate the compression ratio for the compressed file.,Application,Apply
Choose a paint schedule for the maintenance of an outdoor structure? (level 2),Evaluation,Evaluate
Comment on the validity of your answer.,Evaluation,Evaluate
Calculate the carrier densities of the doped semiconductor at 400 K.,Application,Apply
Justify which digital video file format you would use for your movie.,Evaluation,Evaluate
"After designing an experiment, examining the results, and drawing conclusions, determines in what ways the experiment could be conducted more effectively in order to draw more productive conclusions in the future.",Evaluation,Evaluate
The internet is ideal for gathering people from all corners of the globe into communities with similar interests and tasks. Recommend THREE (3) ways that can be used to target online communities.,Synthesis,Create
Compare and contrast Address Verification System (AVS) and Card verification number (CVN).,Analysis,Analyze
Translate the following algorithm into Java code,Comprehension,Understand
Give TWO methods to measure the surface coverage.,Comprehension,Understand
Write short notes on the structure and functions of polysaccharides by giving relevant example.,Comprehension,Understand
"The technology of VLSI is defined by the feature size. Over the years, the feature size has been reducing. Analyze and explain the reasons for doing so.",Analysis,Analyze
Tell how Phillip kept himself alive after Timothy died.,Comprehension,Understand
List FIVE (5) functions of Department of Safety and Health as outline in OSHA 1994.,Knowledge,Remember
"Discuss critically, by using your understanding of nature and nurture.",Evaluation,Evaluate
Translate an equation into a computer spreadsheet.,Comprehension,Understand
What season are we in right now?,Knowledge,Remember
Recommend THREE (3) factors to be taken into consideration on the preparation of digital video delivery via low bandwidth networks and low-end computer systems.,Synthesis,Create
Compare FOUR (4) point of views of entrepreneurs with FOUR (4) for managers the way they look at the things.,Analysis,Analyze
Develop a plan for a new Olympic Bid System.,Synthesis,Create
Draw the energy band diagram of the doped semiconductor at 300 K.,Comprehension,Understand
List FIVE (5) types of trick questions.,Knowledge,Remember
Identify TWO (2) strategies that are able to reduce the likelihood of an eyewitness reporting someone who did not commit the crime.,Analysis,Analyze
Justify why soil taxonomy is considered as a hierarchical classification system.,Evaluation,Evaluate
Determine which Angus bull is the heaviest. Justify your answer.,Evaluation,Evaluate
How might lifestyles in the United States be modified if a more socialistic system were adopted?,Application,Apply
Cost benefit analysis is a process that helps management determine whether (and by how much) the benefits exceed costs. Briefly explain FOUR (4) intangible benefits.,Comprehension,Understand
Explain 4P's of marketing.,Comprehension,Understand
PEST and SWOT are popular strategy tools. Discuss how the TWO(2) tools can be applied in manufacturing business environment.,Application,Apply
Discuss the importance of soil structure in vegetable farms.,Comprehension,Understand
The general objective of inventory control is to minimize the total cost of keeping the inventory while making trade-offs. Elaborate the FOUR (4) major categories of cost in inventory control.,Comprehension,Understand
"Based on your knowledge, describe TWO (2) foreign bonds that are well known in the market.",Knowledge,Remember
Briefly explain why surface tension remains constant once critical micelle concentration (CMC) is reached.,Comprehension,Understand
Provide a real life example on conflict of interest situation.,Comprehension,Understand
Describe the term 'urbanization' and discuss how urbanization influences the development of marketing and advertising strategies.,Comprehension,Understand
Develop a network based on the following information: Activity Immediate predecessors,Synthesis,Create
Show that the wavefunction of a free particle is a plane wave.,Application,Apply
who is the founder of the kingdom of saudi Arabia,Knowledge,Remember
Explain how Porter's concept can be used in education domain.,Application,Apply
Describe how SPATIAL Compression and TEMPORAL Compression are used in video compression.,Application,Apply
List out FOUR (4) benefits of using RFID.,Knowledge,Remember
Explain TWO theories of causal attribution that was proposed by Jones and Davis (1965) and Kelley (1972).,Comprehension,Understand
Discuss the differences between a stick diagram and an actual layout.,Comprehension,Understand
Explain THREE (3) waves of globalisation.,Comprehension,Understand
Explain the effect of a cut in taxes of $100 billion on the economy if the marginal propensity to consume were 0.9. Explain why this policy is much different from simply having the government initiate a $100 billion spending program. Support your answer with specific calculations.,Analysis,Analyze
Analyze the product-market options that are available to Associated Meats Sdn Bhd.,Analysis,Analyze
Identify FIVE (5) conditions that one needs to meet in order to be an independent director in Malaysian public listed company (PLC).,Knowledge,Remember
"Using information from the book about one of the main characters, rewrite the ending of the book.",Synthesis,Create
Use tableau methods to prove that the following tableau is valid.,Application,Apply
State the guidelines to design an anodic protection system,Knowledge,Remember
Draw the energy band diagram of an 11-type semiconductor and explain how an electron-hole pair (EHP) is formed. State any assumptions you have made.,Comprehension,Understand
Skimming and scanning are useful ways to familiarise learners with the reading text. Evaluate the role of skimming and scanning in the teaching of reading.,Evaluation,Evaluate
Describe the amino acid composition that could destabilize an enzyme's helical stability.,Comprehension,Understand
List and explain the TWO (2) processes that can be done with the areas of the image that should be displayed in some color which is not available in the reduced palette.,Comprehension,Understand
"Your profit from previous project is RM30,000.00 and you just won a new project to construct a new airport runway at Sepang, Selangor. Decide whether you are going to purchase the bulldozer or pay out bonuses to your staff. Use the concept of opportunities cost, choices and scarcity to aid your explanation.",Application,Apply
List THREE (3) usages of instructional materials to facilitate classroom teaching and learning process.,Knowledge,Remember
Estimate the magnitude of the bed shear stress by making necessary assumptions and justifications.,Application,Apply
Recommend a suitable admixture to increase the workability of concrete and explain how it functions.,Evaluation,Evaluate
Make a list of the main events of the story.,Knowledge,Remember
"Related party transaction is a transaction entered into by a PLC or its subsidiaries, which involved the interest of the related party. Justify the reasons for disclosure of related party transaction.",Evaluation,Evaluate
Show the value of x after running this program fragment,Application,Apply
"Define and list out the objectives of monetary policy, the quantitative versus qualitative instruments of monetary policy.",Knowledge,Remember
Describe the economic consequence of a neolocal society. Support your description with information you have learned from this course.,Evaluation,Evaluate
AJAX is a technology that is being widely used in web applications for faster response time. Explain the necessary steps to implementing an AJAX application.,Application,Apply
Differentiate between general controls and application controls. Provide ONE (1) example for each.,Analysis,Analyze
List FIVE (5) weaknesses of Out-of-Home (OOH) Advertising.,Knowledge,Remember
Explain THREE (3) conditions where cantilever scaffolding is applied.,Comprehension,Understand
Discuss THREE (3) factors influencing the conflict management process. Support each of your answers with ONE (1) relevant example.,Evaluation,Evaluate
"Explain briefly the meaning of the following terms: Demography, Consumer sales promotion , and Media mix",Knowledge,Remember
List THREE types of Atomic Force Mircroscopes (AFM).,Knowledge,Remember
Assess the appropriateness of an author's conclusions based on the evidence given.,Evaluation,Evaluate
"As a project manager, you are evaluating the building design for its compliance to intended function as a private college accommodating over 2000 students. Analyze the problems and propose the building performance to meet these functions.",Synthesis,Create
"Draw a technology enhanced language learning classroom sketch for a grammar lesson with 10 low proficiency students, aged 13. You should include FIVE (5) basic technology facilities with label which are essential to the integration of technology in the classroom.",Comprehension,Understand
Describe the features of lactate dehydrogenase (LDH) as an isozyme. Discuss the diagnostic importance of LDH.,Comprehension,Understand
Write a statement to set the visibility property of Label1 to the checked property of checkBox1.,Comprehension,Understand
Identify PayPal's business model.,Knowledge,Remember
Evaluate your sketch with ASSURE's model procedure.,Evaluation,Evaluate
Draw the flow chart of the PNK system,Knowledge,Remember
Discuss the extent to which the existence of a conflict between a company's objectives is acceptable.,Evaluation,Evaluate
Give TWO examples of natural and artificial means of the seed dispersal of weeds respectively.,Comprehension,Understand
Explain the FIVE (5) procedures which need to be documented during the site inspection.,Comprehension,Understand
Proline and glycine are prevalent in beta-turns of protein structures. Comment on the statement.,Evaluation,Evaluate
Revise the story and specify the type of audience that would enjoy this book.,Evaluation,Evaluate
Apply the storytelling technique here to a little story of your own.,Application,Apply
Draw an illustration of the linked list after the execution of each of the statement below. (Use the original illustration for each question).,Application,Apply
Explain whether Howard can have the video streamed effectively at 1 Mbps data rate on a 1 Mbps Internet connection.,Evaluation,Evaluate
Discuss in details what Accounting Information Systems (AIS) is.,Comprehension,Understand
Outline your experience in working with service users,Comprehension,Understand
Examine the two roles and show how newspaper managers can successfully draw a balance between their economic role and social role.,Analysis,Analyze
“Millennials and kids are important market segments for e-marketers”. Discuss on the above statement.,Comprehension,Understand
Describe the Pop Art style in 1958 - 1972.,Knowledge,Remember
Butanol is found to be an efficient carbon source for the cultivation of this microorganism. Suggest how this carbon source can be sterilised and used in this fermentation process.,Synthesis,Create
Assess the importance of understanding seasonal patters.,Evaluation,Evaluate
The oil palm (Elaeis guineensis) is an erect monoecious plant. Describe how its inflorescences develop into fruit and relate this to the pest control practice that could affect the productivity of the oil palm.,Comprehension,Understand
HTTP is a stateless protocol. Justify.,Evaluation,Evaluate
Company directors remain the most important group of people who monitor and control the company on behalf of the shareholders. Explain the SIX (6) roles of company directors.,Comprehension,Understand
Define soil bioremediation.,Knowledge,Remember
How do psychologists differ in their general attitudes toward third party presence,Analysis,Analyze
Provide FOUR (4) reasons of using aggregate in concrete production.,Comprehension,Understand
Explain Eurocurrency and its market.,Comprehension,Understand
List out FIVE (5) ways how manufacturing and service companies have commitment toward the environmental friendly practices.,Knowledge,Remember
Outline the aim of two studies within the,Comprehension,Understand
"Discuss the comparison between the microeconomics and macroeconomics field of study in term of production, prices, income and employment.",Analysis,Analyze
Nomination committee plays a crucial role in ensuring the continuity of the board of directors into the future. Analyse the functions of nomination committee in the context of corporate governance.,Analysis,Analyze
Define terms of trade and identify which country has an absolute advantage in the production of jade and diamond.,Comprehension,Understand
Compare and contrast microbial and chemical risk assessment.,Analysis,Analyze
Explain three (3) lean techniques that work in both the manufacturing and service sector.,Comprehension,Understand
Explain the activities involved in the building process.,Comprehension,Understand
Barbie Dolls have been banned in some of countries. Provide FOUR (4) countries and evaluate the reason behind the ban.,Evaluation,Evaluate
"In a teaching simulation with your peers role-playing 6th grade students, demonstrate the principle of reinforcement in classroom interactions and prepare a half page description of what happened during the simulation that validated the principle.",Application,Apply
What hypotheses can you develop based on the data ? Why ?,Synthesis,Create
Distinguish between chemically defined media and natural media.,Analysis,Analyze
Discuss THREE (3) situations that necessitate the use of pile foundation.,Comprehension,Understand
Briefly explain the difference between Form Load event and Form Activated event.,Comprehension,Understand
"Municipal bonds are securities issued by local, county and state government. Identify THREE (3) types of Municipal Bonds that available in the market.",Knowledge,Remember
"Using Tom Duncan's levels of brand relationship intensity, explain the relationship between Apple iPhone and its customers.",Comprehension,Understand
What would you predict/infer from...?,Synthesis,Create
Support your views with TWO (2) examples from everyday life for each origins.,Evaluation,Evaluate
Discuss the disadvantages of timber flat roofs.,Comprehension,Understand
Describe Renaissance art style.,Knowledge,Remember
Explain the differences between volatile and non-volatile storage.,Comprehension,Understand
Define economic threshold and its use.,Comprehension,Understand
Describe the enzyme characteristics that are desirable in high temperature industrial applications.,Comprehension,Understand
List and explain THREE factors that are affecting microbial biodegradation rates of petroleum hydrocarbon.,Comprehension,Understand
"Justify the choice of supplier. From your choice, determine the optimal order quantity and total annual cost of ordering, purchasing and holding the component.",Evaluation,Evaluate
Can you invent another character for the story?,Synthesis,Create
Briefly discuss the key segregation of duties that should exist in the traditional manufacturing environment.,Comprehension,Understand
Describe consumer behaviour.,Knowledge,Remember
Identify any FIVE (5) significances of nonverbal communication in organization.,Knowledge,Remember
Explain the psychological factors which influence consumer behavior.,Comprehension,Understand
Steel is the most widely used reinforcing materials in concrete structure. Briefly explain the general properties of steel.,Comprehension,Understand
Revise how to complete a complex task in order to improve the outcome.,Synthesis,Create
Discuss various practices to achieve maximum yield and production of crude palm oil.,Comprehension,Understand
Draw a diagram to illustrate the Edman degradation reaction in protein sequencing. Describe some potential complications during Edman degradation protein sequencing.,Comprehension,Understand
Various policies were implemented by the governments in order to mitigate the concerns over efficient losses arising from natural monopoly. Describe natural monopoly and provide ONE (1) example of natural monopoly.,Comprehension,Understand
"In your own words, tell what the story is about.",Comprehension,Understand
"If notes are available on the professor’s website, how should those notes be used?",Application,Apply
Identify the HP's challenges in text mining.,Knowledge,Remember
Distinguish clearly between power and authority.,Analysis,Analyze
Paraphrase the poem in your own words,Comprehension,Understand
What has the author used to create this effect,Analysis,Analyze
Describe in your own words how to borrow a book from the library.,Comprehension,Understand
Compare and contrast the two items and produce a summary of their similarities and differences,Analysis,Analyze
List and briefly describe the FOUR soil forming processes.,Comprehension,Understand
Institutional shareholders do not always fare better than the minority shareholders in promoting shareholder activism. Assess the impediments of institutional shareholder activism.,Evaluation,Evaluate
Teacher-prepared materials are the best form of resources for your English language lesson. State FIVE (5) factors that you would consider when preparing your resources.,Knowledge,Remember
Discuss the importance of knowing herbicide families and mode of action.,Comprehension,Understand
Explain the Securities Act of 1933 and the Securities Exchange Act of 1934.,Comprehension,Understand
Give FOUR information that can be obtained from Scanning Electron Miscroscope (SEM).,Comprehension,Understand
Draw a flowchart to accept a number and output its factorial.example 1: input 5 -> 5! = 5x4x3x2x1 -> output 120,Comprehension,Understand
"As an editor-in-chief, suggest how you can motivate your experienced journalists to remain with your paper.",Synthesis,Create
If you had access to all resources how would you deal with . . .?,Synthesis,Create
"Given the data we've looked at on this topic, evaluate how appropriate this conclusion is and defend your answer.",Evaluation,Evaluate
"In your own words, describe Supply Chain Management (SCM).",Comprehension,Understand
Draw ONE (1) point perspective with TWO (2) geometrical forms.,Comprehension,Understand
Interpret FIVE (5) usage of Learning Management System as an emerging technology in the context of teaching and learning.,Comprehension,Understand
Identify FIVE (5) effects of organizational communication technology towards communication pattern.,Knowledge,Remember
"Explain how the Utilize technology, media and materials stage in ASSURE model can help creating a more effective teaching and learning environment.",Comprehension,Understand
"Compare how the internal rate of return (IRR) method, Net Present Value (NPV) and modified internal rate of return (MIRR) method is different.",Analysis,Analyze
Define Educational Technology based on FIVE (5) instructional design view.,Knowledge,Remember
Categorize the story into parts and think of a good title for each of the parts.,Analysis,Analyze
Rewrite the following program so that it is formatted properly.,Application,Apply
Identify TWO (2) functions of crisis communication that must be addressed when communicating with internal stakeholder during a crisis. Explain your answer with an exarnple for each function.,Comprehension,Understand
State the THREE (3) approaches to calculate national income.,Knowledge,Remember
Paraphrase what Hamlet is saying in his soliloquy.,Comprehension,Understand
Choose ONE (1) of the factors that you mentioned in question 2(a) and briefly explain why you consider this factor is important.,Comprehension,Understand
"Using Nyquist Theorem, calculate the maximum sampling rate to avoid aliasing.",Application,Apply
Explain why Servlet technology is better than the Common Gateway Interface CGI.,Comprehension,Understand
What might happen if you combined...?,Synthesis,Create
Explain the reasons of using application servers to deploy web applications.,Comprehension,Understand
"In general, there are four broad categories of innovation which include product innovation. Illustrate your understanding by using TWO (2) real life examples for product innovation that follow the radical fashion.",Comprehension,Understand
Differentiate between commercial letter of credit and standby letter of credit.,Analysis,Analyze
What do you think is the mass and why,Evaluation,Evaluate
Briefly discuss why the emergence of the data warehouse phenomenon is causing such interest in the business world.,Comprehension,Understand
Classify and briefly explain different computational methods used in analyzing flows in hydraulic engineering.,Comprehension,Understand
"Contrast the following basic BLAST programs: PSI-BLAST, PHI-BLAST and tBLASTX.",Comprehension,Understand
Identify FOUR (4) factors that affect the willingness of people to perform prosocial behaviors.,Comprehension,Understand
Establish criteria for making this choice and defend your final selection.,Evaluation,Evaluate
Discuss any THREE (3) ways by which an organization can benefit from e-commerce.,Comprehension,Understand
Compare the formation process between igneous rock and sedimentary rocks.,Comprehension,Understand
"Using the data shown in Table 1, generate some frequent item sets.",Application,Apply
Briefly explain why coating a nanoparticle or surface with a polyelectrolyte (polymer with ionizable groups) is favourable.,Comprehension,Understand
Why not compose a song about . . .?,Synthesis,Create
Construct the 4-Bit Ripple carry Adder Circuit,Application,Apply
There are several benefits for the statement of aims and learning outcomes in a lesson. Evaluate FIVE (5) benefits.,Evaluation,Evaluate
Determine the gate oxide capacitance.,Application,Apply
Describe the output of this program fragment:,Comprehension,Understand
List FIVE (5) major business activities of investment banks.,Knowledge,Remember
Propose TWO (2) strategies to reduce the occurrence of bullying.,Synthesis,Create
Rewrite the markov matrix to account for this slight change.,Comprehension,Understand
Break down the components of a standard film camera and explain how they interact to make the machine work.,Analysis,Analyze
Describe color wheel.,Knowledge,Remember
Draw the diagrams for a centralized database and a distributed database.,Comprehension,Understand
List the steps involved in titration.,Knowledge,Remember
"Suppose milk and yogurt are within Sophie's budget and she views yogurt as an inferior good. Using indifference curve and budget line, explain the substitution, income and total effects when the price of yogurt falls.",Application,Apply
Discuss POST and GET methods in relation to idempotent and non-idempotent requests in the context of bank industry.,Comprehension,Understand
Predict the effects of excess application of nitrogen fertilizer into the soil.,Comprehension,Understand
Suggest any FIVE (5) dimensions of service quality that could be taken into consideration by the kindergarten management for its future operations improvement.,Synthesis,Create
Give the three (3) categories of primitive data types and briefly explain what each category is used for.,Knowledge,Remember
Explain what is happening...,Comprehension,Understand
Reason why a pornographic viewer's mind is likened to an addict's mind. Provide TWO (2) points.,Comprehension,Understand
List and explain the FOUR (4) considerations when selecting a basement wall.,Comprehension,Understand
Dopamine and glutamate have both been implicated as causes of schizophrenia. Discuss THREE (3) evidences each in relation to the dopamine and glutamate theories of schizophrenia.,Comprehension,Understand
Draw and explain Nonaka's model of knowledge creation and transformation in detail.,Comprehension,Understand
"In all analysis methods, the effects of turbulence have to be modeled unless all the scales of motion are represented explicitly as in Direct Numerical Simulation (DNS). Explain why it is not practical to analyze flows in practical hydraulic engineering by DNS.",Comprehension,Understand
"How can we construct H given I, B and E?",Application,Apply
How is scientific progress similar to Darwinian evolution according to Kuhn,Analysis,Analyze
Discuss how curing can maintain quality and minimize decay of potato tubers in the postharvest stage.,Comprehension,Understand
"For any points which fall outside the curve, explain the combination of production for steel and bricks.",Comprehension,Understand
"New issues are called primary issues, that reflect to the first issued of security in the primary market. Elaborate the steps of bringing a new security to the market.",Comprehension,Understand
How do you analyze a marginally RCT,Analysis,Analyze
Explain what is meant.,Comprehension,Understand
Synthesize any FIVE (5) factors that should be considered when devising a safe system to undertake a task in an organization.,Synthesis,Create
"in what ways is oxyperoxidase similar to other oxygenated heme proteins, and how does it differ",Analysis,Analyze
Differentiate between crossbreeding and linebreeding.,Analysis,Analyze
Discuss the disadvantages of LOCOS.,Comprehension,Understand
Propose and explain a suitable enzyme-substrate interaction model for enzyme X.,Synthesis,Create
Assess the reason for hazard communication and the mode of communication practice for chemical safety at worksite.,Evaluation,Evaluate
Propose TWO (2) self-presentation tactics for impression management.,Synthesis,Create
Discuss in terms of implementation how to restrict resources such as web components and Enterprise Java Bean (EJB} components for use to only authorized users.,Application,Apply
Design a vendor-rating form that represents your comparison of the education offered by universities in which you considered/are considering/have considered enrolling.,Synthesis,Create
Deleting and abridging are methods to modify instructional material when it is adapted. Illustrate both methods by adapting a short story to teach reading and writing skills to intermediate proficiency students.,Comprehension,Understand
Can you distinguish for me between what is reasonably achievable and what are exaggerations,Analysis,Analyze
"Write a formula to show the steady state assumption. If all other conditions remain identical, explain how an increase in k-1 would affect the Michaelis constant.",Application,Apply
Illustrate SIX processes that occur in the hydrological cycle.,Comprehension,Understand
Explain FIVE (5) disadvantages of out-of-home (OOH) advertising.,Comprehension,Understand
Discuss the role of restriction and aggregation in reducing the quantity of data and obtaining useful information from a data warehouse.,Comprehension,Understand
E-mail newsletters are still popular communication strategy for digital marketers. Suggest FIVE (5) ways to engage with your newsletters subscribers.,Synthesis,Create
State the forces stabilizing functional structure of enzyme which is most susceptible to drastic pH changes. Explain your answer using an example.,Comprehension,Understand
List SEVEN (7) types of advertising.,Knowledge,Remember
"Write a C program that accepts integer inputs from the screen, computes the total and average values; and displays the values on the screen.",Synthesis,Create
Predict what happens to X if Y increases.,Application,Apply
Assess THREE (3) brain structures that are associated with movement. Elaborate your answers with example.,Evaluation,Evaluate
Explain FOUR (4) criteria of instructional materials by Tomlinson (2001).,Comprehension,Understand
Explain how MIDI file format will be more useful than other audio file formats in a certain scenario.,Application,Apply
Draw ONE (1) organic shape and ONE (1) geometric shape. Apply tone and shading.,Application,Apply
Calculate the rate of habitat fragmentation within the Colorado Front Range in the last decade.,Application,Apply
Explain why contango and backwardation happen in the commodity market.,Comprehension,Understand
How do you think the community should grow or change,Evaluation,Evaluate
Explain FOUR (4) off-balance-sheet banking activities which are important but not recorded in a bank's balance sheet.,Comprehension,Understand
Determine which sub-stage that the deal is currently in for the following cases.,Application,Apply
Describe the differences between HTTP session listeners and servlet request listeners.,Comprehension,Understand
"Explain the double meaning the author attributes to the term ""successive action descriptions""",Comprehension,Understand
Discuss the role of hydraulic engineering in the sustainable development and preservation.,Comprehension,Understand
Define Chiaroscuro and Sfumato technique.,Knowledge,Remember
Illustrate by using a real life example on explicit knowledge.,Comprehension,Understand
Define compound interest.,Knowledge,Remember
Discuss the role of skimming and scanning as pre-reading activities.,Comprehension,Understand
Money growth is always interrelated with inflation phenomenon. Explain how the growth of money will affect the economy when the economy is operating at the full capacity. Illustrate by using an appropriate diagram.,Analysis,Analyze
Briefly explain FOUR (4) manufacturing layout you have learned.,Comprehension,Understand
Explain why the effectiveness of an expansionary monetary policy in increasing aggregate output is partially dependent on the interest sensitivity of the demand for money.,Analysis,Analyze
who was the first to compose in the arts of makamat,Knowledge,Remember
"Davenport (2000) discusses four emerging trends to be considered in designing future enterprise systems. Analyze each emerging trend, its relevance and importance to the designing of future enterprise systems.",Analysis,Analyze
Relate cycle-time reduction to improved performance. Justify your answer.,Evaluation,Evaluate
"Suppose prices of two goods are constant, explain what will happen to the budget line if there is an increase in consumer's income. Support your answer with an appropriate diagram.",Comprehension,Understand
Name and describe the two ways that the data source window allows data to be viewed.,Comprehension,Understand
Design a poster for this book.,Synthesis,Create
Recall basic math facts,Knowledge,Remember
Identify any TWO (2) advantages of matching demand strategy and level strategy each in preparing aggregate production plan.,Knowledge,Remember
"Compare the gravity retaining wall, semi gravity retaining wall and cantilever retaining wall in the aspects of shape design, maximum height and method of construction.",Comprehension,Understand
"MLPs are frequently used to approximate functions. However, the quality of the approximation depends on the parameters of the MLP used. Discuss how this quality is affected by the number of hidden layers used in the MLP.",Comprehension,Understand
Develop a questionnaire based on at least FOUR open-ended and FOUR closed-ended questions for the interviews.,Synthesis,Create
"Besides LOCOS, name TWO (2) other applications which require thermal processes.",Comprehension,Understand
"Define stream bank, floodplain and substrate.",Knowledge,Remember
Construct a Venn diagram to determine the validity of the given argument.,Application,Apply
Define brainstorming process.,Knowledge,Remember
Suggest any THREE (3) specific ways with elaborations on how this new business may utilize the Internet technology to achieve cost efficiency.,Synthesis,Create
Given two opposing theories design an experiment to compare them.,Synthesis,Create
Explain the relationship between bond price and market interest rate using the bond pricing formula.,Comprehension,Understand
List the SEVEN (7) stages of the development process of a building project.,Knowledge,Remember
Outline the mechanisms employed by bacteria allowing them to evade phagocytic destruction.,Comprehension,Understand
"With respect to the data processing cycle of an organisation, explain the ""garbage in, garbage out"". Briefly discuss on the measures to be taken by the companies to avoid “garbage in"" data input errors.",Comprehension,Understand
Take a collection of photographs to demonstrate a particular point.,Application,Apply
“China has been practicing low exchange rate for previous decades.” Clarify the pros and cons under this practice.,Analysis,Analyze
Identify FOUR (4) factors that influence consumer behaviour.,Knowledge,Remember
"The Friesian cow, a dairy breed, is a product of selective breeding. Predict the problems that may occur during the selection of Friesian Cows.",Application,Apply
Explain 3-Tier architecture in the context of Java Web Architecture at server side.,Comprehension,Understand
Propose any TWO (2) alternative solutions from organization structures perspective to facilitate the KM practice. Justify your answers with short elaborations.,Evaluation,Evaluate
Highlight the important issues discussed in Greenbury Report 1995.,Comprehension,Understand
Use philanthropy approach to manage corporate social responsibility effectively.,Application,Apply
"List FIVE (5) suggestions on how Malaysian public listed company director in Malaysia can perform 'Duty to use Reasonable Care, Skill & Diligence'.",Knowledge,Remember
Explain in detail the chemisorptions of ammonia. Focus only on molecular adsorption of ammonia on a solid surface at low temperature.,Comprehension,Understand
Develop a set of criteria for distinguishing between a good and bad example of this.,Analysis,Analyze
